pl_name,pl_radj,pl_bmassj,pl_orbper,st_teff
MOA-2016-BLG-319L b,1.260,0.62000,,
MOA-2011-BLG-291L b,0.396,0.05700,,
HIP 91258 b,1.230,1.09000,5.05050000,5519.00
BD+15 2375 b,1.230,1.06100,153.22000000,4649.00
K2-125 b,0.194,0.01700,21.75026400,3654.47
CoRoT-21 b,1.300,2.26000,2.72474000,6200.00
HD 14787 b,1.230,1.12100,676.60000000,4946.00
NGC 2682 YBP 1514 b,1.250,0.40000,5.11800000,5725.00
GJ 1148 c,0.866,0.21414,532.58000000,3287.00
TOI-849 b,0.307,0.12299,0.76552414,5373.80
CoRoT-26 b,1.260,0.52000,4.20474000,5590.00
K2-348 b,0.291,0.03360,4.68841800,5077.00
Kepler-1099 b,0.252,0.02640,2.16845259,5837.00
7 CMa c,1.240,0.87000,996.00000000,4826.00
HD 108236 b,0.144,0.01020,3.79596300,5660.00
Kepler-167 e,0.906,1.01000,1071.23205000,4884.00
HD 92788 b,1.160,3.76000,325.80300000,5744.00
WASP-147 b,1.115,0.27500,4.60273000,5702.00
bet Cnc b,1.120,7.80000,605.20000000,4092.10
mu Leo b,1.180,2.40000,357.80000000,4538.20
HD 30562 b,1.210,1.47000,1157.00000000,5882.00
HD 125271 b,1.110,10.90400,14901.99295000,4703.93
K2-416 b,0.237,5.20000,13.10200000,3746.00
Kepler-1647 b,1.059,1.51968,1107.59230000,6210.00
HD 111591 b,1.150,4.40000,1056.40000000,4884.00
Kepler-80 g,0.101,0.00474,14.64558000,4540.00
Kepler-419 c,1.130,7.30000,675.47000000,6430.00
HD 109988 b,1.080,21.82100,17132.15854000,5185.97
HD 106270 b,1.110,11.40000,1888.00000000,5509.00
HD 3167 d,0.171,0.01362,8.41120000,5261.00
HD 112640 b,1.150,5.00000,613.20000000,4155.00
Kepler-121 c,0.203,0.01820,41.00801100,5311.00
Kepler-130 b,0.091,0.00328,8.45745800,5884.00
Kepler-1048 b,0.144,0.01010,6.92101021,4651.00
KMT-2017-BLG-0673L b,1.160,3.67000,,
TOI-784 b,0.172,0.03043,2.79703650,5558.00
rho CrB e,0.158,0.01192,12.94900000,5817.00
Kepler-821 b,0.117,0.00714,1.92279873,5191.00
Kepler-820 b,0.543,0.09700,127.83380980,6260.00
Kepler-162 b,0.112,0.00669,6.91979800,5816.00
Kepler-183 b,0.184,0.01540,5.68794500,5888.00
2MASS J02192210-3925225 b,1.440,13.90000,,3064.00
Kepler-1009 b,0.194,0.01680,11.35011917,4027.00
Kepler-819 b,0.246,0.02530,33.19956480,5279.00
Kepler-811 b,0.241,0.02440,23.58447697,5747.00
Kepler-286 b,0.111,0.00651,1.79630200,5580.00
Kepler-214 b,0.233,0.02300,15.66054400,6169.00
Kepler-232 c,0.342,0.04420,11.37934900,5847.00
Kepler-961 b,0.227,0.02210,16.87727414,5582.00
Kepler-985 b,0.266,0.02880,116.33190100,5434.00
Kepler-804 b,0.173,0.01390,14.37457351,5817.00
Kepler-330 c,0.174,0.01400,15.95538700,5117.00
Kepler-732 c,0.113,0.00678,0.89304124,3631.00
HD 114082 b,1.000,8.00000,109.75000000,6651.00
Kepler-1019 b,0.130,0.00859,1.41122985,4433.00
HD 89744 b,1.120,8.35000,256.78000000,6291.00
Kepler-842 b,0.143,0.01000,1.21956827,4848.00
Kepler-56 c,0.874,0.57000,21.40239000,4840.00
Kepler-279 c,0.384,0.15500,35.73600000,6689.45
Kepler-791 b,0.272,0.03000,14.55397590,6383.00
TOI-178 f,0.204,0.02429,15.23191500,4316.00
Kepler-786 b,0.217,0.02040,53.52934870,4838.00
Kepler-465 b,0.263,0.02830,9.94067247,6310.00
Kepler-960 b,0.204,0.01840,3.12686223,4755.00
TOI-2196 b,0.313,0.08181,1.19472680,5634.00
HIP 21152 b,1.070,24.00000,22000.00000000,6655.00
TOI-1136 e,0.235,0.02350,18.79920000,5770.00
TOI-1136 d,0.413,0.06090,12.51937000,5770.00
HATS-66 b,1.411,5.33000,3.14143910,6626.00
K2-138 c,0.205,0.01985,3.56004000,5356.30
KMT-2019-BLG-1339L b,1.220,1.25000,,
Kepler-82 e,0.220,0.02100,5.90220600,5428.00
Kepler-247 b,0.146,0.01050,3.33616000,5100.00
Kepler-42 d,0.051,0.00041,1.86516900,3068.00
Kepler-1073 c,0.146,0.01050,4.02582254,5792.00
Kepler-1041 b,0.262,0.02820,24.75764210,5957.00
Kepler-1315 b,0.123,0.00780,0.84338011,4861.00
Kepler-1530 c,0.147,0.01060,5.32274060,5477.00
Kepler-458 c,0.375,0.05160,20.74028413,6117.21
Kepler-962 b,0.176,0.01430,12.05707239,5478.00
Kepler-1666 b,0.257,0.02730,25.84760000,6293.00
Kepler-303 b,0.079,0.00201,1.93705500,3944.00
Kepler-916 b,0.157,0.01180,32.29687980,5248.00
KOI-1783.01,0.790,0.22339,134.46280000,5922.00
Kepler-334 c,0.128,0.00829,12.75800500,5828.00
EPIC 201757695.02,0.081,0.00217,2.04780000,4520.00
Kepler-861 b,0.203,0.01830,3.94963138,5047.00
Kepler-1670 b,0.299,0.03530,20.49980000,5838.00
Kepler-325 b,0.260,0.02770,4.54443900,5752.00
HD 5278 b,0.219,0.02454,14.33915600,6203.00
Kepler-323 b,0.123,0.01227,1.67832800,6004.00
Kepler-300 c,0.201,0.01790,40.71495500,5986.00
GJ 27.1 b,0.327,0.04090,15.81900000,3542.00
HD 102365 b,0.369,0.05000,122.10000000,5630.00
Kepler-306 c,0.210,0.01930,7.24019300,4954.00
Kepler-1034 b,0.202,0.01800,12.12400943,5198.00
TOI-1136 f,0.346,0.04510,26.31620000,5770.00
CoRoT-36 b,1.410,0.68000,5.61653100,6730.00
KOI-1599.01,0.170,0.01447,20.44150000,5833.00
Kepler-317 b,0.186,0.34500,5.52424200,5497.00
K2-399 b,0.540,0.09590,0.75997800,5690.00
HD 220197 b,0.832,0.20000,1728.00000000,5683.00
Kepler-299 c,0.236,0.02360,6.88587500,5617.00
Kepler-295 b,0.109,0.00624,12.64516400,5603.00
TOI-677 b,1.170,1.23600,11.23660000,6295.00
Kepler-759 b,0.203,0.01820,41.80598500,5860.00
Kepler-906 b,0.188,0.01600,41.69799760,6035.00
Kepler-955 b,0.279,0.03130,14.53244172,5350.00
K2-355 b,0.201,0.01790,5.73856470,5790.00
K2-398 b,0.203,0.01820,6.39302500,5946.00
OGLE-2014-BLG-0319L b,1.260,0.57000,,
XO-3 b,1.410,7.29000,3.19154000,6429.00
XO-4 b,1.250,1.42000,4.12508000,6397.00
TRAPPIST-1 b,0.100,0.00432,1.51082600,2566.00
DMPP-4 b,0.315,0.03839,3.49820000,6400.00
HD 36384 b,1.130,6.60000,490.00000000,3940.00
WASP-67 b,1.150,0.43000,4.61442000,5200.00
GJ 1132 b,0.101,0.00522,1.62893100,3270.00
OGLE-TR-113 b,1.093,1.26000,1.43247520,4790.00
TOI-201 b,1.008,0.42000,52.97818000,6394.00
HD 110113 b,0.183,0.01432,2.54100000,5732.00
WASP-150 b,1.070,8.46000,5.64420700,6218.00
HATS-31 b,1.640,0.88000,3.37796000,6050.00
gam1 Leo b,1.120,8.78000,428.50000000,4330.00
TOI-700 c,0.232,0.02290,16.05113700,3459.00
TOI-700 d,0.096,0.00394,37.42396000,3459.00
TOI-700 e,0.085,0.00257,27.80978000,3459.00
HATS-3 b,1.381,1.07100,3.54785100,6351.00
Kepler-1312 b,0.187,0.01590,5.44832529,5719.00
Kepler-84 c,0.211,0.06400,12.88300000,6039.00
Kepler-338 b,0.218,0.09600,13.72697600,5923.00
Kepler-1221 b,0.168,0.01320,12.00096042,5194.00
Kepler-384 b,0.100,0.00459,22.59705300,5577.00
Kepler-221 d,0.244,0.02490,10.04156000,5243.00
Kepler-1348 b,0.173,0.01390,27.57227420,5911.00
Kepler-329 b,0.125,0.00800,7.41639700,4257.00
Kepler-132 d,0.138,0.00951,18.01019900,6003.00
Kepler-1739 b,0.217,0.02040,7.34370995,5757.00
Kepler-1783 b,0.118,0.00723,8.27744007,5129.00
EPIC 220674823 c,0.253,0.02800,13.33970000,5532.00
HATS-67 b,1.685,1.45000,1.60917880,6594.00
KMT-2021-BLG-1077L c,0.949,0.25000,,
Kepler-337 b,0.137,0.00940,3.29278100,5684.00
Kepler-23 c,0.285,2.70000,10.74210000,5760.00
LHS 1678 b,0.062,0.00110,0.86023220,3490.00
Kepler-1721 b,0.278,0.03120,4.59238005,5351.00
Kepler-79 d,0.639,0.01900,52.09020000,6174.00
Kepler-446 b,0.130,0.00899,1.56540900,3359.00
Kepler-106 d,0.085,0.02549,23.98020000,5858.00
Kepler-81 d,0.108,0.00606,20.83784600,4500.00
Kepler-480 b,0.248,0.02560,4.91958380,6322.00
Kepler-31 c,0.473,4.70000,42.63180000,6340.00
Kepler-527 b,0.253,0.02660,13.28535633,6388.00
Kepler-262 b,0.121,0.00761,13.06085500,5841.00
Kepler-1075 b,0.127,0.00819,1.52372816,3959.00
Kepler-51 b,0.633,0.00700,45.15400000,6018.00
HAT-P-13 c,1.100,14.28000,446.27000000,5653.00
KOI-94 c,0.385,0.04900,10.42364800,6182.00
Kepler-436 c,0.208,0.01900,16.79713874,4685.00
Kepler-1384 b,0.173,0.01390,15.36262753,4919.00
Kepler-414 c,0.269,0.09400,7.17100000,5536.00
Kepler-288 d,0.238,0.02390,56.63374200,5918.00
Kepler-1276 b,0.106,0.00570,12.57200950,6188.00
Kepler-252 b,0.110,0.00642,6.66839100,4208.00
Kepler-401 c,0.192,0.01660,47.31821800,6117.00
Kepler-85 b,0.176,0.01430,8.30600000,5499.00
Kepler-1280 b,0.167,0.01310,66.55790570,6227.00
Kepler-392 b,0.089,0.00306,5.34185300,5938.00
Kepler-185 b,0.104,0.00537,1.63290000,5208.00
Kepler-755 c,0.112,0.00669,2.85313364,5043.00
Kepler-1457 b,0.178,0.01450,51.11102430,5866.00
Kepler-417 c,0.240,0.02420,15.94300000,5177.00
Kepler-106 e,0.228,0.03500,43.84450000,5858.00
Kepler-1111 b,0.178,0.01470,8.79617863,6077.00
Kepler-187 b,0.126,0.00809,4.93886400,6105.00
Kepler-206 d,0.106,0.00570,23.44281000,5764.00
Kepler-345 b,0.066,0.00157,7.41556300,4504.00
Kepler-87 c,0.548,0.02000,191.23180000,5600.00
Kepler-1289 b,0.136,0.00920,7.99019627,6080.00
Kepler-353 b,0.079,0.00201,5.79527800,3903.00
KMT-2021-BLG-1303L b,1.210,0.38000,,
Kepler-285 c,0.100,0.00459,6.18667600,5411.00
Kepler-191 c,0.166,0.01300,17.73850600,5282.00
Kepler-366 c,0.160,0.01210,12.51616000,6209.00
Kepler-367 c,0.107,0.00588,53.57863700,4710.00
Kepler-1419 b,0.255,0.02690,42.52158950,5796.00
Kepler-1422 b,0.180,0.01490,18.60519420,6194.00
Kepler-825 c,0.164,0.01270,8.18182460,5976.00
Kepler-298 c,0.172,0.01380,22.92881000,4465.00
Kepler-1307 b,0.220,0.02100,18.01621096,5884.00
Kepler-535 b,0.211,0.01940,4.90332155,6123.00
HD 156668 c,0.550,0.09910,811.30000000,4903.69
TOI-1670 c,0.987,0.63000,40.74976000,6170.00
Kepler-136 b,0.183,0.06200,11.57890000,6165.00
CoRoT-35 b,1.680,1.10000,3.22748000,6390.00
Kepler-1676 b,0.301,0.03570,29.92210000,5878.30
Kepler-328 b,0.205,0.09000,34.92100000,6064.00
Kepler-384 c,0.101,0.00474,45.34826900,5577.00
Kepler-1194 b,0.135,0.00909,16.22371307,5590.00
Kepler-1591 b,0.113,0.00678,8.18504949,6082.00
Kepler-400 b,0.147,0.01060,9.02438900,5886.00
Kepler-1211 b,0.227,0.02210,11.01816836,5705.00
Kepler-206 b,0.107,0.00588,7.78198700,5764.00
Kepler-84 e,0.232,0.02290,27.43438900,6031.00
Kepler-1135 b,0.165,0.01280,76.95785700,5656.00
Kepler-1216 b,0.124,0.00790,4.37034536,5743.00
Kepler-1217 b,0.178,0.01450,2.03232507,5905.00
Kepler-1336 b,0.177,0.01440,23.19868100,5512.00
Kepler-1680 b,0.121,0.00761,8.77424000,5021.00
BD+45 564 b,1.210,1.36000,307.88000000,5004.00
Kepler-250 b,0.101,0.00474,4.14814100,5160.00
Kepler-1151 b,0.198,0.01750,65.64784240,5470.00
Kepler-1462 b,0.341,0.04400,65.64883410,5756.00
Kepler-1466 b,0.138,0.00951,31.17504480,5884.00
Kepler-1470 b,0.095,0.00390,16.29509030,4961.00
Kepler-641 b,0.165,0.01280,9.48961571,5713.00
Kepler-1604 b,0.126,0.00809,0.68368426,4976.00
Kepler-1549 b,0.229,0.02240,214.88654500,5324.00
Kepler-1594 b,0.095,0.00377,2.71603809,5946.00
Kepler-1475 b,0.261,0.02790,82.17737400,6214.00
K2-35 b,0.118,0.00724,2.39996400,4402.71
Kepler-154 f,0.134,0.00899,9.91935684,5769.00
Kepler-239 b,0.208,0.01900,11.76305100,4914.00
Kepler-184 b,0.211,0.01940,10.68757600,5788.00
Kepler-713 b,0.221,0.02110,7.41114100,5785.00
Kepler-1418 b,0.148,0.01070,22.47644250,4770.00
K2-271 b,0.649,0.13100,8.56242100,5644.00
HD 80653 b,0.144,0.01800,0.71957300,5959.00
GJ 849 c,0.090,0.00311,5990.00000000,3562.68
HD 191939 g,0.334,0.04248,284.00000000,5427.00
Kepler-121 b,0.209,0.01910,3.17742200,5311.00
Kepler-248 c,0.363,0.04900,16.23949400,5190.00
Kepler-1504 b,0.190,0.01630,82.30400300,5393.00
Kepler-635 b,0.236,0.02350,23.44971004,6174.00
Kepler-386 b,0.124,0.00790,12.31043000,5178.00
Kepler-1245 c,0.128,0.00839,2.93658468,5306.00
Kepler-953 c,0.106,0.00570,9.10967112,5416.00
K2-170 c,0.161,0.01230,12.40004700,5748.00
Kepler-390 c,0.070,0.00131,13.06002200,5166.00
Kepler-599 b,0.253,0.02660,15.65562652,5127.00
Kepler-151 b,0.273,0.03020,15.22895800,5460.00
Kepler-143 b,0.215,0.02010,16.00758300,5848.00
Kepler-200 b,0.190,0.01630,8.59480500,5678.00
Kepler-582 b,0.328,0.04130,18.49235668,5564.00
Kepler-342 e,0.079,0.00193,1.64422461,6366.00
K2-182 b,0.240,0.06293,4.73696830,5170.00
K2-19 b,0.624,0.10194,7.92220000,5322.00
Kepler-1990 c,0.106,0.00284,4.06844957,5751.00
CoRoT-5 b,1.388,0.46700,4.03789620,6100.00
Kepler-495 c,0.109,0.00622,5.89660978,5392.00
TOI-2076 c,0.312,0.03780,21.01538000,5187.00
Kepler-1842 b,0.210,0.01930,14.02639961,5970.00
Kepler-1596 b,0.170,0.01340,66.37337900,5706.00
Kepler-235 b,0.199,0.01760,3.34022200,4255.00
Kepler-698 b,0.328,0.04130,16.32976218,5612.00
Kepler-1482 b,0.090,0.00317,12.25383217,5381.00
Kepler-103 c,0.486,0.11956,179.60978000,6009.00
Kepler-1876 b,0.076,0.00755,6.99205000,6104.00
Kepler-1608 b,0.154,0.01150,16.47356860,4992.00
Kepler-700 b,0.534,0.09440,80.87206390,5692.00
Kepler-1065 c,0.143,0.01000,2.37030743,5635.00
Kepler-1991 b,0.165,0.00869,13.26079792,5478.00
HD 56414 b,0.331,0.04180,29.04992000,8500.00
Kepler-166 b,0.203,0.01820,7.65025400,5413.00
Kepler-689 b,0.258,0.02740,22.36656079,5518.00
Kepler-160 d,,0.31463,30.00000000,5471.00
Kepler-557 b,0.238,0.02390,3.70598955,6068.00
Kepler-192 b,0.244,0.02500,9.92674600,5479.00
K2-269 b,0.140,0.00972,4.14496500,6209.00
Kepler-690 b,0.531,0.09330,7.74809437,5913.00
Kepler-628 b,0.749,0.16800,15.45805670,5721.00
Kepler-1714 b,0.291,0.03370,10.27530003,6150.00
Kepler-1890 b,0.077,0.00185,4.82059002,6046.00
KOI-142 b,0.307,0.03000,10.91647000,5466.00
Kepler-1326 b,0.373,0.05120,42.35142670,6725.00
Kepler-621 b,0.205,0.01860,2.62811375,4521.00
Kepler-1620 b,0.144,0.01010,101.95182900,6157.00
Kepler-705 b,0.188,0.01600,56.05605380,3722.00
Kepler-1646 b,0.110,0.00642,4.48558383,3299.00
Kepler-1073 b,0.205,0.01860,8.67888593,5792.00
Kepler-1920 b,0.264,0.02840,30.25410080,6277.00
Kepler-1539 b,0.241,0.02440,133.30367410,5176.00
Kepler-742 b,0.289,0.03320,8.36086824,4642.00
Kepler-452 b,0.145,0.01040,384.84300000,5757.00
Kepler-654 b,0.185,0.01550,13.72465129,5865.00
Kepler-1448 b,0.144,0.01010,12.27065865,5774.00
Kepler-79 b,0.310,0.03430,13.48450000,6174.00
Kepler-150 c,0.329,0.04150,7.38199800,5560.00
Kepler-1451 b,0.299,0.03520,35.62223300,5782.00
Kepler-243 b,0.219,0.02070,5.71544200,5228.00
Kepler-623 b,0.269,0.02930,9.07097734,5443.00
Kepler-1592 b,0.137,0.00940,3.05710069,6213.00
Kepler-438 b,0.100,0.00459,35.23319000,3748.00
Kepler-354 c,0.117,0.00714,16.93440200,4648.00
Kepler-460 c,0.492,0.08210,220.13033570,6146.00
Kepler-207 d,0.295,0.03450,5.86807500,5920.00
HAT-P-3 b,0.940,0.65000,2.89970000,5185.00
WASP-26 b,1.210,0.85000,2.75660000,6034.00
WASP-96 b,1.200,0.48000,3.42526020,5540.00
Kepler-249 b,0.097,0.00416,3.30653900,3568.00
Kepler-125 c,0.066,0.00104,5.77446400,3810.00
7 CMa b,1.200,1.85000,735.10000000,4826.00
HAT-P-6 b,1.480,1.32000,3.85298000,6570.00
HD 164509 b,1.280,0.44300,280.17000000,5859.00
CoRoT-7 b,0.150,0.01283,0.85359163,5275.00
Kepler-574 b,0.213,0.01980,7.65880414,5612.00
Kepler-146 c,0.279,0.03130,76.73217100,5948.00
TOI-1807 b,0.112,0.00809,0.54937200,4757.00
HAT-P-50 b,1.288,1.35000,3.12201090,6280.00
Qatar-7 b,1.700,1.88000,2.03204600,6387.00
TOI-1411 b,0.121,0.00761,1.45203580,4266.00
HATS-55 b,1.251,0.92100,4.20420010,6214.00
Kepler-210 b,0.262,0.02820,2.45323400,4559.00
K2-26 b,0.238,0.02390,14.56650000,3785.00
HD 26965 b,0.254,0.02665,42.37800000,5072.00
Kepler-103 b,0.311,0.03083,15.96532870,6009.00
Kepler-107 c,0.142,0.03146,4.90145200,5854.00
HD 86226 c,0.193,0.02281,3.98442000,5863.00
HIP 99770 b,1.090,16.10000,18600.00000000,8000.00
K2-131 b,0.151,0.02486,0.36930380,5120.00
KMT-2021-BLG-2478L b,1.240,0.90000,,
Kepler-762 b,1.131,,3.77055210,5944.00
Kepler-396 b,0.312,0.23800,42.99400000,5565.00
HAT-P-20 b,0.867,7.24600,2.87531700,4595.00
HAT-P-22 b,1.150,2.47000,3.21222000,5302.00
HD 17674 b,1.240,0.87000,623.80000000,5904.00
HD 177830 c,0.702,0.15000,110.90000000,4949.00
HD 179079 b,0.488,0.08100,14.47900000,5646.00
bet Pic b,1.650,11.72900,8617.50952000,8038.68
HD 175167 b,1.130,6.41100,1276.07604000,5635.00
HD 72659 c,1.080,18.80600,18207.72098000,5932.00
HD 13724 c,0.729,0.16000,142.22895000,5835.31
HD 142 b,1.220,1.24900,351.43394000,6245.00
HD 151450 c,1.150,5.14800,18144.76236000,6091.98
HD 32963 b,1.190,2.07000,2372.00000000,5727.00
Kepler-247 d,0.352,0.04630,20.47791200,5100.00
Kepler-55 b,0.217,0.13500,27.94814490,4362.00
HD 185269 b,1.230,1.01000,6.83776000,5923.00
Kepler-33 f,0.398,0.03020,41.02902000,5904.00
HAT-P-33 b,1.850,0.92000,3.47447000,6446.00
Kepler-1891 b,0.136,0.00921,4.02229023,5516.00
Kepler-1753 b,0.199,0.01760,16.00460052,5180.00
TOI-1260 d,0.278,0.03725,16.60816400,4227.00
HAT-P-11 c,1.190,2.30000,3407.00000000,4780.00
HAT-P-18 b,0.995,0.19700,5.50802300,4803.00
HAT-P-19 b,1.132,0.29200,4.00877800,4990.00
OGLE-2016-BLG-0613L AB b,1.160,4.18000,,
WASP-84 c,0.174,0.04800,1.44688490,5280.00
LP 714-47 b,0.419,0.09691,4.05203700,3950.00
HD 10180 c,0.328,0.04122,5.75969000,5911.00
GJ 3512 c,0.832,0.20000,1599.60000000,3081.00
Kepler-1937 b,0.270,0.02950,9.68859959,6457.00
HD 206255 b,0.577,0.10760,96.04500000,5635.00
HD 113538 b,1.180,0.36000,663.20000000,4462.00
HD 11964 b,1.260,0.62200,1945.00000000,5303.00
HD 20781 c,0.193,0.01680,13.89050000,5256.00
HIP 41378 b,0.224,0.02150,15.57209800,6226.00
Kepler-672 b,0.223,0.02140,38.37746230,5627.00
HD 125595 b,0.214,0.02000,9.67370000,4691.00
K2-238 b,1.300,0.86000,3.20466000,5630.00
TOI-1860 b,0.117,0.00714,1.06621070,5752.00
Kepler-428 b,1.080,1.27000,3.52563254,5150.00
HAT-P-12 b,0.959,0.21100,3.21305980,4650.00
Kepler-718 b,1.477,131.00000,2.05234990,6191.00
HD 133131 A b,1.210,1.42000,649.00000000,5799.00
HD 212771 b,1.180,2.39000,380.70000000,5003.00
K2-279 b,0.108,0.00606,7.12260500,5558.00
HD 141399 e,1.250,0.66000,5000.00000000,5600.00
HD 147018 b,1.190,2.12000,44.23600000,5441.00
HD 1502 b,1.180,2.75000,428.50000000,4947.00
HD 99492 b,0.448,0.07000,17.04310000,4815.00
Kepler-1649 c,0.095,0.00377,19.53527000,3240.00
HD 155358 b,1.230,0.99000,194.30000000,5905.00
K2-204 b,0.272,0.02990,7.05578400,5755.00
K2-215 b,0.189,0.01620,8.26964800,5704.00
Kepler-450 c,0.234,0.03933,15.41313500,6197.21
K2-2016-BLG-0005L b,1.230,1.10000,4700.00000000,
Kepler-6 b,1.304,0.66800,3.23469960,5647.00
Kepler-20 c,0.258,0.03492,10.85407740,5495.00
NGTS-18 b,1.210,0.40900,3.05125000,5610.00
HD 3167 b,0.149,0.01564,0.95964100,5261.00
Kepler-91 b,1.367,0.81000,6.24658000,4550.00
K2-43 c,0.216,0.02030,2.19888400,3840.60
K2-45 b,0.599,0.11400,1.72926840,4103.00
K2-24 b,0.482,0.05978,20.88977000,5625.00
K2-240 c,0.161,0.01230,20.52300000,3810.00
K2-240 b,0.178,0.01470,6.03400000,3810.00
K2-217 b,0.319,0.03930,14.07452400,5967.00
K2-219 d,0.230,0.02250,11.13727800,5753.00
K2-224 b,0.139,0.00961,4.47904000,5620.00
K2-231 b,0.223,0.02140,13.84190100,5695.00
HIP 79431 b,1.190,2.10000,111.70000000,3191.00
HIP 105854 b,1.120,8.20000,184.20000000,4780.00
K2-186 b,0.283,0.03210,41.47421900,5784.00
HD 7924 d,0.216,0.02026,24.45100000,5075.00
HIP 109384 b,1.210,1.56000,499.48000000,5180.00
K2-111 b,0.162,0.01756,5.35180000,5775.00
HIP 5158 b,1.210,1.42000,345.72000000,4962.00
HD 8574 b,1.190,2.03000,227.00000000,6064.00
HD 86950 b,1.160,3.60000,1270.00000000,4805.00
HD 168863 b,1.130,6.78000,14773.93272000,4905.00
HD 181234 b,1.120,9.37900,7593.40512000,5386.00
HD 190228 b,1.150,5.03000,1143.59858000,5360.00
HD 90156 b,0.395,0.05700,49.77000000,5599.00
HD 95089 b,1.220,1.26000,464.40000000,4918.00
K2-199 c,0.254,0.03901,7.37448970,4491.00
K2-108 b,0.476,0.18689,4.73399900,5599.00
HD 99109 b,1.280,0.44000,439.29999000,5282.00
Kepler-4 b,0.357,0.07700,3.21346000,5857.00
HAT-P-25 b,1.135,0.56900,3.65281514,5519.00
HATS-22 b,0.953,2.74000,4.72281240,4803.00
NGTS-21 b,1.330,2.36000,1.54338970,4660.00
K2-148 d,0.146,0.01050,9.75790000,4079.00
WASP-142 b,1.530,0.84000,2.05286800,6010.00
TOI-1201 b,0.215,0.01976,2.49198630,3476.00
HD 85512 b,0.153,0.01100,58.43000000,4300.00
Kepler-1926 b,0.207,0.01880,42.87770081,5256.00
Kepler-1810 b,0.350,0.04590,101.13300320,5492.00
HD 96063 b,1.220,1.27000,362.50000000,5020.00
HD 98219 b,1.200,1.96400,433.80000000,4925.00
HIP 65407 b,1.280,0.42800,28.12500000,5460.00
HD 160691 b,,4.30000,645.00000000,5773.00
Kepler-1863 b,0.202,0.01810,44.99760056,5871.00
HIP 54373 b,0.256,0.02712,7.76000000,4021.00
HD 109246 b,1.240,0.86000,68.27000000,5844.00
HIP 5158 c,1.090,15.04000,9017.76000000,4813.00
HIP 57274 c,1.270,0.40902,32.03000000,4640.00
HIP 71135 b,0.406,0.05915,87.19000000,4146.00
WASP-130 b,0.890,1.23000,11.55098000,5625.00
OGLE-2014-BLG-0124L b,1.250,0.65000,,
HR 810 b,1.190,2.27000,302.79999000,6167.00
HR 8799 c,1.200,10.00000,69000.00000000,7204.58
K2-119 b,0.226,0.02180,7.72728300,4740.00
K2-122 b,0.103,0.00521,2.21930230,4009.00
K2-118 b,0.227,0.02200,50.92092000,4726.29
K2-124 b,0.259,0.02750,6.41365100,3570.00
K2-137 b,0.057,0.50000,0.17971900,3697.00
HIP 65407 c,1.240,0.78400,67.30000000,5460.00
HIP 67522 b,0.898,0.22800,6.95950300,5675.00
TOI-913 b,0.219,0.02070,11.09864400,4969.00
TOI-2570 b,1.217,0.82000,2.98876150,5771.00
TOI-2589 b,1.080,3.50000,61.62770000,5579.00
GJ 687 c,0.369,0.05034,727.56200000,3413.00
Kepler-1872 b,0.213,0.01970,3.82591009,5223.00
K2-149 b,0.146,0.01050,11.33200000,3745.00
Kepler-107 e,0.259,0.04436,14.74914300,5854.00
K2-290 b,0.273,0.03430,9.21165000,6302.00
K2-133 d,0.179,0.01470,11.02454000,3655.00
Kepler-305 e,0.160,0.01220,3.20538000,4974.00
HAT-P-55 b,1.182,0.58200,3.58524670,5808.00
Kepler-424 b,0.890,1.03000,3.31186440,5460.00
Kepler-426 b,1.090,0.34000,3.21751883,5725.00
K2-152 b,0.204,0.01840,32.64790000,4044.00
K2-25 b,0.306,0.07709,3.48456408,3207.00
K2-157 b,0.089,0.00306,0.36526100,5456.00
HD 108874 c,1.230,0.99000,1624.00000000,5551.00
K2-206 b,0.249,0.02590,18.29454900,5043.00
IC 4651 9122 b,1.140,6.30000,734.00000000,4740.10
K2-153 b,0.178,0.01470,7.51574000,3845.00
K2-164 b,0.290,0.03340,17.35506600,5791.00
HIP 74890 b,1.180,2.40000,822.30000000,4850.00
HD 160691 c,,4.40000,3947.00000000,5773.00
K2-407 c,0.121,0.00761,9.22453000,5563.00
HD 68988 b,1.200,1.97000,6.27711000,5932.00
HD 213240 b,1.140,5.21000,882.70001000,5979.00
K2-163 b,0.220,0.02090,6.67311700,4937.00
K2-17 b,0.199,0.01760,17.96753000,4320.00
K2-254 b,0.145,0.01040,4.09639000,4629.00
K2-187 b,0.107,0.00588,0.77401000,5438.00
K2-129 b,0.093,0.00352,8.23949300,3459.09
HIP 107773 b,1.190,1.98000,144.30000000,4945.00
K2-160 b,0.284,0.03220,3.70587100,5649.00
Kepler-1929 b,0.274,0.03040,59.36249924,5786.00
HIP 48714 b,0.456,0.07205,17.81800000,4015.50
K2-172 b,0.149,0.01070,14.31694100,5569.00
K2-173 b,0.143,0.01010,5.86869900,5580.00
Kepler-1050 c,0.132,0.00879,21.12845690,6010.00
K2-189 c,0.223,0.02140,6.67919500,5519.00
K2-193 b,0.352,0.04650,14.78688900,5817.00
K2-194 b,0.325,0.04050,39.72138600,5979.00
K2-251 b,0.210,0.01930,9.30075000,3717.00
K2-249 b,0.249,0.02580,12.40900000,6504.00
K2-199 b,0.154,0.02171,3.22539930,4491.00
K2-201 c,0.293,0.03400,22.77987800,5507.00
K2-203 b,0.122,0.00772,9.69510100,5000.00
